author_id,name,fields_of_study,publication_count,h_index,citation_count,avg_self_similarity,std_self_similarity
A5085876299,D. Ray,Physics and Astronomy,6,2,10,0.361535,0
A5091141075,Tamoghna Agasti,Physics and Astronomy; Social Sciences; Environmental Science,2,2,5,1,0
A5091075434,G. S. Diamond,Physics and Astronomy; Engineering,2,2,31,,
A5066310812,Lise Guichaoua,Materials Science; Engineering; Physics and Astronomy,14,2,79,0.338646,0.175687
A5090092771,F. de Verteuil,"Biochemistry, Genetics and Molecular Biology; Physics and Astronomy",2,2,181,,
A5009731390,E. Filotas,Physics and Astronomy; Mathematics,3,2,61,0.747879,0
A5113975546,Carla Gonzalez,Earth and Planetary Sciences; Physics and Astronomy,3,2,45,,
A5113637883,Corey Miles,Engineering; Physics and Astronomy,3,2,66,0.201652,0
A5009109319,A Ludwig,Physics and Astronomy; Engineering,3,2,52,0.802372,0
A5008178277,Anne D. Skriver,"Medicine; Biochemistry, Genetics and Molecular Biology; Physics and Astronomy",3,2,57,0.701329,0
A5054708348,B. Mirican,Engineering; Physics and Astronomy; Computer Science,4,2,5,0.671752,0.069585
A5053740892,Víctor D. Díaz-Martínez,Physics and Astronomy; Medicine; Engineering,4,2,70,0.459271,0.071495
A5026382826,T. McElroy,Physics and Astronomy,2,2,6,0.701829,0
A5089330879,J. O. Ström‐Olson,Physics and Astronomy; Materials Science; Engineering,2,2,393,0.52054,0
A5025964857,Y. Ye,Physics and Astronomy,2,2,164,,
A5025945380,C.J. Thompson,Medicine; Physics and Astronomy,2,2,11,0.451014,0
A5025849235,Yishi Xu,Social Sciences; Physics and Astronomy; Medicine,2,2,44,0.703843,0
A5088706766,D. Panet-Raymond,Medicine; Physics and Astronomy; Neuroscience,2,2,71,,
A5058240965,Paulina E. Sikorska,Physics and Astronomy; Environmental Science; Engineering,2,2,12,0.504748,0
A5041263689,Michele N. Woodland,Physics and Astronomy,14,2,17,0.434693,0.206224
A5032576346,Elizabeth Collins–Woodfin,Physics and Astronomy; Mathematics; Computer Science,14,2,7,0.526855,0.193738
A5079578366,Rosa Rodríguez-Mota,Physics and Astronomy; Engineering,6,2,10,0.487954,0.171361
A5057446061,H. S. Kim,Physics and Astronomy,2,2,119,,
A5077817737,M. Strauss,Physics and Astronomy; Computer Science,6,2,197,,
A5057177971,H. Kim,Physics and Astronomy,2,2,14,,
A5005384640,Tapabrata Mukherjee,Engineering; Physics and Astronomy,3,2,6,0.776383,0.042266
A5060709157,L. Rudolph,Physics and Astronomy; Environmental Science; Medicine,7,2,23,0.79638,0.134184
A5051530681,G. Azuelos,"Physics and Astronomy; Biochemistry, Genetics and Molecular Biology; Medicine",4,2,23,,
A5086398788,Shuo Wen,Social Sciences; Physics and Astronomy; Computer Science,9,2,10,0.360766,0.135374
A5081383842,J. Willard,Mathematics; Physics and Astronomy; Computer Science,9,2,6,0.377474,0.22346
A5048938506,Rien Moerland,Medicine; Psychology; Physics and Astronomy,4,2,49,0.217466,0
A5080888730,Alexander Logozzo,Environmental Science; Physics and Astronomy; Chemistry,9,2,25,0.588008,0.212075
A5076958612,Isabelle Dummer,"Physics and Astronomy; Medicine; Biochemistry, Genetics and Molecular Biology",6,2,23,0.40854,0.213331
A5079452990,Mikkel K. Jorgensen,Physics and Astronomy; Engineering,5,2,22,0.799424,0
A5077850863,Samy Coulombe,"Biochemistry, Genetics and Molecular Biology; Physics and Astronomy; Computer Science",5,2,33,0.308686,0.353631
A5074155813,Lawrence A. Herman,Physics and Astronomy; Engineering; Earth and Planetary Sciences,6,2,72,0.331427,0.293235
A5024014678,S Asselin,Materials Science; Physics and Astronomy; Environmental Science,2,2,8,0.260669,0
A5059670356,Nicholas Zicha,Engineering; Physics and Astronomy,7,2,18,0.656362,0.13816
A5004705781,D. Villeneuve,Engineering; Physics and Astronomy; Computer Science,3,2,9,0.563215,0
A5058740108,Adrian Ngoly,Physics and Astronomy; Engineering; Computer Science,7,2,15,0.596304,0.13517
A5004622875,J. Lee,Physics and Astronomy; Chemistry; Engineering,3,2,27,,
A5004270074,Vladimir Timochevski,Engineering; Physics and Astronomy,3,2,7,0.525288,0
A5055825507,Razieh Shirzadkhani,Physics and Astronomy; Engineering; Computer Science,7,2,94,0.455395,0.230599
A5002968736,Marty Kurylowicz,"Biochemistry, Genetics and Molecular Biology; Engineering; Physics and Astronomy",3,2,84,0.555472,0
A5075982784,M. Rouble,Physics and Astronomy,9,2,7,0.597073,0.089802
A5110189806,Reinhart Richter,Physics and Astronomy; Materials Science,3,2,31,0.618244,0
A5055299039,Xunhao Li,Computer Science; Physics and Astronomy,2,2,6,0.806538,0
A5023198323,James A. Gurney,Engineering; Physics and Astronomy; Materials Science,2,2,4,,
A5022599020,Ganesharam Balagopal,Physics and Astronomy; Materials Science; Engineering,2,2,6,0.610378,0
A5043340956,Asha K. Jeyaseelan,Medicine; Physics and Astronomy,4,2,30,,
A5051633186,Will Tyndall,Physics and Astronomy; Environmental Science; Engineering,7,2,73,0.63457,0.208497
A5043080008,Eitan Buffaz,Physics and Astronomy; Computer Science; Earth and Planetary Sciences,4,2,21,0.896655,0.060911
A5048059159,Azin Esmaelbeigi,Physics and Astronomy; Neuroscience; Medicine,7,2,8,0.496845,0.281039
A5047814028,T. Zold,Engineering; Physics and Astronomy,7,2,14,0.52412,0.116639
A5040996646,D. V. O’Donnell,Physics and Astronomy,4,2,46,0.634473,0.165603
A5040779410,Avital S. Cherniawsky,Neuroscience; Physics and Astronomy; Decision Sciences,4,2,63,0.751248,0.051107
A5000911879,I.A. Mackenzie,Physics and Astronomy; Environmental Science,3,2,19,,
A5087730818,Joel Ibrahim Kreps,Psychology; Physics and Astronomy; Arts and Humanities,2,2,8,0.938013,0
A5114075427,Lisa McBride,Physics and Astronomy; Environmental Science; Engineering,2,2,6,0.936051,0
A5057393789,S. Gordon,"Physics and Astronomy; Business, Management and Accounting; Social Sciences",3,2,30,,
A5044776098,Laurence Liang,Medicine; Computer Science; Physics and Astronomy,7,2,11,0.296199,0.293715
A5064691433,Jeff Arrington,Physics and Astronomy; Medicine; Engineering,6,2,95,0.295714,0.318202
A5063560777,S. Gemmrich,Physics and Astronomy; Engineering; Mathematics,6,2,15,0.320654,0.29001
A5059987943,E.S. Bieler,Physics and Astronomy; Engineering; Materials Science,6,2,94,0.41458,0.069621
A5113656059,P. M. Patel,Physics and Astronomy,2,2,195,,
A5087050906,Karim Aguenaou,Materials Science; Physics and Astronomy; Earth and Planetary Sciences,2,2,9,0.495532,0
A5113551743,G. Gyuk,Physics and Astronomy,2,2,117,,
A5113492647,Remi K. -S. Kwan,Medicine; Physics and Astronomy; Chemistry,2,2,412,,
A5086225513,C. Tollu,Physics and Astronomy; Mathematics,2,2,29,,
A5040327254,Farid Kachra,Engineering; Physics and Astronomy,4,2,17,0.942421,0.021204
A5055648377,Dan-Cornelius Savu,Physics and Astronomy; Earth and Planetary Sciences; Engineering,3,2,12,0.551899,0
A5084479687,Z. Liu,Physics and Astronomy; Engineering,2,2,109,,
A5121792377,Anonymous,Physics and Astronomy,85,2,12,0.390287,0.124732
A5050992691,Tyler Finethy,Computer Science; Physics and Astronomy; Social Sciences,2,2,217,0.602311,0
A5050614327,Zhida Yan,Physics and Astronomy,2,2,14,0.689274,0
A5053317450,J. R. Francoeur,Physics and Astronomy; Medicine; Engineering,3,2,41,0.086856,0
A5053262175,Ung-In Cho,Earth and Planetary Sciences; Physics and Astronomy,3,2,19,0.426545,0.141838
A5037636977,Parham Ghasemloo Gheidari,Computer Science; Physics and Astronomy; Psychology,4,2,15,0.709617,0.035847
A5036815798,Mai Jacob Peng,Computer Science; Physics and Astronomy,4,2,13,0.403391,0.081097
A5035253735,J. Barrette,Physics and Astronomy; Materials Science,4,2,69,0.563912,0
A5111929477,Alfred Tze-Mun Leung,Engineering; Physics and Astronomy; Medicine,4,2,30,0.506789,0.227911
A5020615819,A. Kunysz,"Physics and Astronomy; Medicine; Biochemistry, Genetics and Molecular Biology",2,2,21,0.225376,0
A5107938526,B. A. Roberts,Physics and Astronomy; Engineering,3,2,21,,
A5111670113,G. Wang,Physics and Astronomy,2,2,60,,
A5084394944,Alex Cai,"Biochemistry, Genetics and Molecular Biology; Psychology; Physics and Astronomy",2,2,8,0.180905,0
A5057229190,Anne Imouza,Social Sciences; Physics and Astronomy; Computer Science,6,2,33,0.476483,0.20641
A5083276693,Paul-Yvon Lefebvre,Physics and Astronomy; Medicine,2,2,319,,
A5083133308,W. N. Zhang,Physics and Astronomy,2,2,8,,
A5107073730,Damien Rambaud,Physics and Astronomy; Engineering,3,2,36,,
A5111385938,F. A A Kingdom,Neuroscience; Physics and Astronomy; Psychology,4,2,32,0.561377,0.072067
A5019792310,J. Ping Liu,Physics and Astronomy; Materials Science,2,2,23,0.602332,0
A5105935873,Hassisen Patone,Physics and Astronomy; Medicine,3,2,17,,
A5019705946,Adel Al-Amodi,"Biochemistry, Genetics and Molecular Biology; Engineering; Physics and Astronomy",2,2,8,0.686596,0
A5105554717,Saptarshi Saha,Physics and Astronomy; Engineering,3,2,41,,
A5051265032,Juno Garrah,Environmental Science; Earth and Planetary Sciences; Physics and Astronomy,3,2,16,0.323959,0
A5105243836,M. Klemetti,Physics and Astronomy; Computer Science,3,2,175,,
A5050450812,S. Garneau,Physics and Astronomy; Environmental Science; Earth and Planetary Sciences,3,2,19,0.370015,0.175249
A5119269715,Xingguo Li,Physics and Astronomy; Computer Science,12,2,375,,
A5082257393,M. T. Mehmetoḡlu,Engineering; Physics and Astronomy,2,2,27,0.748039,0
A5082255076,Melissa Baiocchi,Physics and Astronomy; Medicine,2,2,31,0.217223,0
A5050594315,Alexandra E. Bernstein,"Physics and Astronomy; Biochemistry, Genetics and Molecular Biology; Medicine",5,2,69,0.069142,0
A5091501884,J. S. Marshall,Physics and Astronomy; Engineering,16,2,4,0.238146,0.095858
A5049886783,J. Zhang,Physics and Astronomy; Earth and Planetary Sciences; Agricultural and Biological Sciences,3,2,14,0.45759,0.267729
A5017349183,Ambrish M. Raghoonundun,Physics and Astronomy; Earth and Planetary Sciences,7,2,50,0.725992,0.094132
A5049490135,Julien Mounthanyvong,Physics and Astronomy; Social Sciences; Environmental Science,3,2,25,0.454695,0.379384
A5109477266,Krijn DeVries,Engineering; Physics and Astronomy; Materials Science,4,2,286,0.134679,0.061814
A5016625907,Henry Ling,Physics and Astronomy; Materials Science,7,2,21,0.720419,0.196677
A5049082925,L. Goutte,Materials Science; Physics and Astronomy,3,2,5,0.782297,0.123874
A5026726540,J. Kröger,"Physics and Astronomy; Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology",4,2,14,0.162864,0
A5026581118,M. Sutton,Engineering; Materials Science; Physics and Astronomy,4,2,59,0.516844,0.106264
A5048368710,G. Wang,Physics and Astronomy,3,2,67,0.971345,0
A5107919695,K. Nelson,Physics and Astronomy,4,2,32,,
A5103791413,Buzatu Adrian,Physics and Astronomy; Computer Science,3,2,7,0.784682,0.018792
A5018311181,M. Sanielevici,Physics and Astronomy,2,2,23,0.78069,0
A5018212896,F.U. Minhas,Engineering; Physics and Astronomy,2,2,7,,
A5105891512,Thomas R Wright,Physics and Astronomy; Computer Science,12,2,11,0.533215,0.254341
A5067708306,E. R. Pounder,Physics and Astronomy; Engineering,16,2,4,0.238146,0.095858
A5049018118,Rifat Nazneen,Engineering; Physics and Astronomy,5,2,6,0.605289,0.119261
A5081357364,Z. Liu,Physics and Astronomy,2,2,329,,
A5100831252,Champak B. Das,Physics and Astronomy,3,2,342,,
A5015933153,Zhi J. Huang,Earth and Planetary Sciences; Physics and Astronomy; Computer Science,2,2,22,,
A5015602358,Jihane Eid,Physics and Astronomy; Medicine,2,2,30,0.09264,0
A5046270760,Mark C. Abraao York,Physics and Astronomy,3,2,94,0.680529,0.203274
A5046039497,Rigel Zifkin,Materials Science; Physics and Astronomy; Engineering,3,2,22,0.655515,0.19285
A5022755119,Ann-Lauriene Haag,"Physics and Astronomy; Biochemistry, Genetics and Molecular Biology; Engineering",4,2,31,0.65094,0.049078
A5080222400,H B Wang,Materials Science; Physics and Astronomy,2,2,41,0.642771,0
A5048395605,M. Kjiri,Physics and Astronomy; Mathematics,2,2,15,,
A5079589904,L.R. Ryner,Materials Science; Engineering; Physics and Astronomy,2,2,12,0.973973,0
A5047742703,M. Bonin,Physics and Astronomy; Materials Science,2,2,18,0.278467,0
A5047629437,S.-J. Lee,Physics and Astronomy; Chemistry,2,2,87,0.715214,0
A5110245704,S. H. Robertson,Physics and Astronomy,2,2,136,,
A5110219057,D. Hanna,Physics and Astronomy,2,2,113,,
A5110204279,P. M. Patel,Physics and Astronomy; Medicine,2,2,82,,
A5110132680,J. A. Avelar,Earth and Planetary Sciences; Physics and Astronomy; Materials Science,2,2,17,,
A5110073765,Annie Sénéchal,"Biochemistry, Genetics and Molecular Biology; Dentistry; Physics and Astronomy",2,2,47,0.830124,0
A5110005126,D. Lindemann,Physics and Astronomy,2,2,87,,
A5043083495,John Mc Gowan,Physics and Astronomy,6,2,17,,
A5041800635,Qiu Shi Wang,Physics and Astronomy; Mathematics,6,2,15,0.557963,0.218171
A5041629933,E. Ballantyne,Engineering; Physics and Astronomy; Earth and Planetary Sciences,6,2,17,0.593346,0.086936
A5015509437,Patricia Vu,Physics and Astronomy; Earth and Planetary Sciences; Engineering,2,2,5,,
A5043472555,Paul Robert Chouha,Computer Science; Physics and Astronomy,3,2,14,0.341643,0
A5043056565,Karl Peter Russell,Mathematics; Physics and Astronomy; Engineering,3,2,31,0.461187,0
A5047015057,Nadia Afara,"Physics and Astronomy; Biochemistry, Genetics and Molecular Biology; Materials Science",2,2,95,,
A5046988165,A. Brodtka,Engineering; Materials Science; Physics and Astronomy,2,2,31,,
A5022447807,J.C.W. Ho,Engineering; Physics and Astronomy,4,2,15,0.712871,0.087
A5022255288,Carlos Valero,Physics and Astronomy; Mathematics,4,2,22,0.614919,0.074557
A5019179801,Sebastian V. Morales,"Biochemistry, Genetics and Molecular Biology; Medicine; Physics and Astronomy",4,2,113,0.170102,0
A5109949210,S. H. Robertson,Physics and Astronomy,2,2,108,,
A5035754789,Carolyn Young,Physics and Astronomy; Computer Science; Engineering,6,2,91,0.556484,0
A5109238522,S. H. Robertson,Physics and Astronomy,2,2,130,,
A5109215558,S. H. Robertson,Physics and Astronomy,2,2,146,,
A5091894462,Mohsen Shahryari,Materials Science; Chemical Engineering; Physics and Astronomy,3,2,33,0.637358,0
A5040574584,A. K. Dutt-mazumder,Physics and Astronomy; Medicine,3,2,21,0.277635,0.306074
A5040412016,Tanya Monga,Physics and Astronomy; Chemical Engineering; Engineering,3,2,206,0.458159,0.251601
A5043372131,Sam Lumley,Social Sciences; Computer Science; Physics and Astronomy,5,2,54,0.859175,0.099232
A5042743582,Doug Shi-Dong,Engineering; Physics and Astronomy; Decision Sciences,5,2,21,,
A5041534092,Marcia E. Knutt,Physics and Astronomy; Computer Science; Arts and Humanities,5,2,39,0.12907,0
A5045333035,D. Zhabinsky,Engineering; Physics and Astronomy; Earth and Planetary Sciences,2,2,175,0.960488,0
A5109127460,H. Kim,Physics and Astronomy,2,2,156,,
A5018569585,Gailing Fan,Physics and Astronomy; Earth and Planetary Sciences; Engineering,4,2,116,0.618048,0.094658
A5033647078,H. Sewalls,Physics and Astronomy; Earth and Planetary Sciences; Engineering,6,2,29,0.603071,0.213868
A5090348583,Y. S. Liu,Engineering; Physics and Astronomy,3,2,23,0.620874,0.03345
A5089718447,S. Jeon,Physics and Astronomy,3,2,16,0.758362,0.160363
A5028152775,Z. Berkson-Korenberg,Physics and Astronomy; Mathematics,6,2,5,0.692694,0.136713
A5012615115,Vincent Turgeon,Medicine; Physics and Astronomy; Engineering,2,2,27,,
A5039818619,Ottoleo Kuter-Arnebeck,Engineering; Materials Science; Physics and Astronomy,3,2,186,,
A5043936331,Francis Bellefeuille,Engineering; Physics and Astronomy,2,2,45,,
A5043251504,Jacques van Dyk,Physics and Astronomy; Engineering,2,2,74,0.569722,0
A5108140981,C. Nelson,Physics and Astronomy,2,2,107,,
A5108132511,S. O’Brien,Physics and Astronomy,2,2,24,0.647914,0
A5108124458,C. Nelson,Physics and Astronomy,2,2,61,,
A5108092561,P. M. Patel,Physics and Astronomy,2,2,113,,
A5107945786,C. Nelson,Physics and Astronomy,2,2,53,,
A5107937644,C. Nelson,Physics and Astronomy; Engineering,2,2,26,,
A5107910444,T. Kwan,Physics and Astronomy,2,2,72,,
A5107910086,Berend Winter,Physics and Astronomy; Chemistry,2,2,37,,
A5107854847,D. Hanson,Physics and Astronomy,2,2,302,0.668924,0
A5107540904,R. A. Keyes,Physics and Astronomy,2,2,97,,
A5107358910,C. M. Robles Gajardo,Physics and Astronomy,2,2,57,,
A5107356201,Jean F. Cliche,Physics and Astronomy,2,2,34,0.76455,0
A5107345655,T. Spreitzer,Physics and Astronomy,2,2,30,,
A5107319895,S. Lai,Physics and Astronomy,2,2,80,,
A5037208664,F. Manero,Engineering; Chemistry; Physics and Astronomy,3,2,17,0.231785,0.130177
A5102633231,Mohan Agrawal,Physics and Astronomy; Earth and Planetary Sciences; Engineering,4,2,5,0.329812,0.277286
A5050742770,Bae-Kyun Kim,Materials Science; Engineering; Physics and Astronomy,9,2,60,0.27716,0.102571
A5048044449,Daniel Szirti,Engineering; Physics and Astronomy; Materials Science,9,2,20,0.533594,0.165024
A5036768779,J. Liu,Physics and Astronomy; Earth and Planetary Sciences; Medicine,3,2,69,,
A5035682209,Simon Silva-Da Cruz,Physics and Astronomy; Engineering,3,2,42,0.805741,0.128036
A5106668636,Marianna Liberatore,Physics and Astronomy; Computer Science,8,2,11,,
A5032823726,Darren Flynn-Primrose,Mathematics; Physics and Astronomy; Medicine,5,2,30,0.520606,0.107291
A5106824757,T. Kwan,Physics and Astronomy,2,2,91,,
A5106824623,S. H. Robertson,Physics and Astronomy,2,2,114,,
A5106792321,T. Spreitzer,Physics and Astronomy,2,2,238,,
A5106458369,A. Caldwell,Physics and Astronomy,2,2,225,,
A5106408689,S. E. Mclachlin,Physics and Astronomy,2,2,159,,
A5106379279,P. M. Patel,Physics and Astronomy; Medicine,2,2,120,,
A5106306854,P. M. Patel,Physics and Astronomy,2,2,89,,
A5106222991,M. Theiling,Physics and Astronomy,2,2,113,,
A5019195272,S. Majidi,Physics and Astronomy; Environmental Science,6,2,26,0.554,0.071047
A5018819106,Wellington Avelino,Engineering; Physics and Astronomy,6,2,27,0.444263,0.169553
A5105987488,P. M. Patel,Physics and Astronomy,2,2,72,,
A5105883925,K. Strahl,Physics and Astronomy,2,2,79,,
A5105838107,P. M. Patel,Physics and Astronomy,2,2,287,,
A5105793116,G. Sganos,Physics and Astronomy,2,2,137,,
A5105786253,B. P. Jaeger,Physics and Astronomy,2,2,110,,
A5105783932,R Mantifel,Physics and Astronomy,2,2,154,,
A5105781959,P. M. Patel,Physics and Astronomy; Medicine,2,2,56,,
A5105781839,S. Carron,Physics and Astronomy,2,2,65,0.740667,0
A5105780878,G. Tešić,Physics and Astronomy,2,2,132,0.55637,0
A5105729468,A. Vaitkus,Physics and Astronomy,2,2,13,,
A5105729419,R. Hulsken,Physics and Astronomy,2,2,22,,
A5105702866,R. A. Keyes,Physics and Astronomy,2,2,128,,
A5105701865,R. A. Keyes,Physics and Astronomy,2,2,135,,
A5105694390,M. Schram,Physics and Astronomy,2,2,50,,
A5105684827,P. Savard,Physics and Astronomy,2,2,140,,
A5105684433,R. Snihur,Physics and Astronomy,2,2,171,,
A5105645536,S. Saha,Physics and Astronomy,2,2,24,,
A5105626754,S. Roe,Physics and Astronomy,2,2,120,,
A5105618015,J. Mc Donald,Physics and Astronomy,2,2,210,,
A5105576350,T. Kwan,Physics and Astronomy,2,2,22,,
A5102210102,Yang Lan,Social Sciences; Engineering; Physics and Astronomy,8,2,30,0.321679,0.074943
A5034311375,Sehr Moosabhoy,Physics and Astronomy; Engineering,3,2,7,0.565532,0.155156
A5092529483,Sébastien Quetin,Medicine; Physics and Astronomy; Computer Science,8,2,9,0.461654,0.108563
A5033205329,Federico Keszti,Physics and Astronomy; Medicine; Engineering,3,2,24,0.698626,0
A5025394983,Jana Kurrek,Computer Science; Social Sciences; Physics and Astronomy,5,2,41,0.466688,0.325747
A5040855885,Alex Dunyak,Mathematics; Physics and Astronomy; Engineering,9,2,9,0.640943,0.189547
A5033925034,K. Y. Chen,Physics and Astronomy; Engineering,9,2,13,0.367954,0.254877
A5009903805,Helal Hossain Dhali,Social Sciences; Mathematics; Physics and Astronomy,16,2,28,0.345973,0.143458
A5073807047,L. G. S. Newsham,Medicine; Physics and Astronomy; Neuroscience,2,2,422,0.317316,0
A5073352641,Timothy D. Keding,Physics and Astronomy; Computer Science; Environmental Science,2,2,84,0.333253,0
A5012490607,S. Al Kharusi,Physics and Astronomy,6,2,9,0.641259,0.082356
A5032874572,Mitchell Kurnell,Engineering; Physics and Astronomy; Computer Science,3,2,8,0.483641,0
A5032660064,David T 'etreault-La Roche,Physics and Astronomy; Materials Science; Engineering,3,2,57,0.288071,0
A5092825728,Sarah Rourke,Physics and Astronomy; Earth and Planetary Sciences,4,2,24,0.966471,0.01503
A5010386776,Deven Parekh,Physics and Astronomy; Computer Science; Social Sciences,2,2,19,0.267979,0
A5010357738,P. Bartzakos,Medicine; Physics and Astronomy,2,2,68,0.757441,0
A5091349042,B. Frison,Engineering; Physics and Astronomy; Materials Science,4,2,12,0.834185,0.041757
A5010157207,Shoma Yamanouchi,Physics and Astronomy; Engineering,2,2,15,,
A5090079731,Adriel Arsenault,"Biochemistry, Genetics and Molecular Biology; Engineering; Physics and Astronomy",4,2,35,0.806705,0.036663
A5024373573,Mark Daly,Health Professions; Medicine; Physics and Astronomy,5,2,15,0.376842,0.019762
A5011348398,Bassam Fadlallah,Physics and Astronomy; Medicine,4,2,28,0.849403,0
A5009557660,R. Briend,Physics and Astronomy; Engineering,2,2,25,0.458499,0
A5072363777,S. Kecani,Medicine; Physics and Astronomy,2,2,11,0.451014,0
A5009010392,H. MacLeish,Medicine; Physics and Astronomy,2,2,246,0.198734,0
A5072074992,P. I. Martinez Berumen,Materials Science; Physics and Astronomy,2,2,5,0.362705,0
A5072500695,Fumika Kondo,Engineering; Neuroscience; Physics and Astronomy,8,2,38,0.269452,0.197481
A5019848475,Ali A Atiia,"Biochemistry, Genetics and Molecular Biology; Physics and Astronomy; Social Sciences",5,2,7,0.619419,0.227483
A5018749302,F. Cayouette,Physics and Astronomy; Medicine; Engineering,5,2,55,0.612616,0.161069
A5087267184,M. Heffernan,Physics and Astronomy,4,2,16,0.71789,0.142187
A5014893199,Andrew Mckenna,"Physics and Astronomy; Economics, Econometrics and Finance; Materials Science",9,2,12,0.333043,0.326052
A5007845258,Michel Ingham,Physics and Astronomy; Engineering,2,2,66,,
A5083695365,Karishma Moorthy,Physics and Astronomy; Engineering; Computer Science,3,2,15,0.64687,0.238718
A5083694648,Tyler Werner,Physics and Astronomy,3,2,16,0.748394,0.113544
A5082933292,Nadejda Mas,Physics and Astronomy; Materials Science; Arts and Humanities,3,2,42,0.769139,0
A5039483708,D. P. Liu,Materials Science; Physics and Astronomy,2,2,206,0.751968,0
A5070731595,Martin Cyr,Medicine; Neuroscience; Physics and Astronomy,2,2,78,0.870295,0
A5084887105,Julia Albers,Medicine; Physics and Astronomy,4,2,6,0.17105,0
A5006241083,Dan Vatnik,Computer Science; Physics and Astronomy; Materials Science,4,2,35,0.508025,0.482934
A5105534735,S. H. Robertson,Physics and Astronomy,2,2,42,,
A5009424046,F. Lepine,"Earth and Planetary Sciences; Physics and Astronomy; Biochemistry, Genetics and Molecular Biology",6,2,24,0.360199,0.285074
A5105418071,S. E. Mclachlin,Physics and Astronomy; Medicine,2,2,29,,
A5105398761,M. Schram,Physics and Astronomy,2,2,55,,
A5105539689,R. A. Keyes,Physics and Astronomy,2,2,54,,
A5105307530,R. Snihur,Physics and Astronomy,2,2,201,,
A5105301793,S. H. Robertson,Physics and Astronomy,2,2,61,,
A5105300540,D. Lindemann,Physics and Astronomy,2,2,86,,
A5105296000,N. Starinsky,Physics and Astronomy; Engineering,2,2,23,,
A5105295242,G. Sganos,Physics and Astronomy,2,2,44,,
A5105284330,S. H. Robertson,Physics and Astronomy,2,2,88,,
A5105274297,S. H. Robertson,Physics and Astronomy,2,2,42,,
A5105273598,D. Gillberg,Physics and Astronomy,2,2,42,,
A5030258384,Eve Dumas,Materials Science; Physics and Astronomy; Environmental Science,3,2,127,,
A5105227106,M.-A. Dufour,Physics and Astronomy,2,2,491,,
A5030147254,Pier Paulo Saviotti,Chemistry; Materials Science; Physics and Astronomy,3,2,11,,
A5030108698,Busra Tugce Gurbuz,"Neuroscience; Physics and Astronomy; Biochemistry, Genetics and Molecular Biology",3,2,8,0.514863,0
A5029926401,Nicholas G. Zacharopoulos,Medicine; Physics and Astronomy,3,2,61,0.265808,0
A5013291540,Oscar Boyadjian,"Materials Science; Physics and Astronomy; Biochemistry, Genetics and Molecular Biology",5,2,14,0.506899,0.246771
A5105141770,P. Sinervo,Physics and Astronomy,2,2,19,,
A5029335536,N. H. Kim,Engineering; Physics and Astronomy,3,2,29,0.595347,0.071745
A5105126278,K. Kordas,Physics and Astronomy,2,2,35,,
A5105123804,P. M. Patel,Physics and Astronomy,2,2,21,,
A5104834013,and Robert H Brandenberger,"Physics and Astronomy; Economics, Econometrics and Finance",2,2,74,,
A5104806249,M. Schram,Physics and Astronomy,2,2,216,,
A5080653987,G. Batan,Medicine; Physics and Astronomy,3,2,86,0.780969,0.109025
A5006861653,Hawley Snell,Physics and Astronomy; Chemistry; Earth and Planetary Sciences,2,2,10,0.61692,0
A5006616591,G. Shenouda,Medicine; Physics and Astronomy,2,2,192,0.408032,0
A5005782934,Brandon Ruffolo,Materials Science; Earth and Planetary Sciences; Physics and Astronomy,4,2,17,0.714188,0.143239
A5069747082,Andrew Jung,Engineering; Physics and Astronomy,2,2,40,0.986551,0
A5038521566,K. D. Ivanova-Moser,Physics and Astronomy,2,2,8,,
A5081636670,M.R. Koknaeva,Engineering; Materials Science; Physics and Astronomy,4,2,30,0.461889,0
A5081551488,Paria Makaremi-Esfarjani,Engineering; Physics and Astronomy; Materials Science,4,2,7,0.807092,0.132088
A5081397828,Asal Kaveh,Decision Sciences; Physics and Astronomy; Engineering,4,2,6,,
A5027326201,Deuscies Chang-Ou,Neuroscience; Medicine; Physics and Astronomy,3,2,28,0.34266,0.225717
A5081010243,M.A.-E.R. Ahmed,Physics and Astronomy; Earth and Planetary Sciences; Engineering,4,2,56,,
A5038260723,Lucy Stojak,"Economics, Econometrics and Finance; Engineering; Physics and Astronomy",2,2,23,,
A5003408221,Mathias N. Larrouturou,Physics and Astronomy; Engineering,4,2,4,0.476636,0.078263
A5068973582,Paul J. L. Charlton,Physics and Astronomy; Computer Science,2,2,40,0.506814,0
A5104456084,P. M. Patel,Physics and Astronomy,2,2,37,,
A5104387291,S. H. Robertson,Physics and Astronomy,2,2,205,,
A5002395206,Raphaël Hardy,"Physics and Astronomy; Biochemistry, Genetics and Molecular Biology; Earth and Planetary Sciences",6,2,14,0.872771,0.062191
A5103532091,S. H. Robertson,Physics and Astronomy,2,2,99,,
A5009464898,I‐Huang Tsai,Medicine; Physics and Astronomy; Neuroscience,5,2,170,0.352576,0.116925
A5008920821,Hamed Layeghi,Engineering; Physics and Astronomy; Computer Science,5,2,96,0.433991,0.2696
A5007761446,C. Heyraud,Earth and Planetary Sciences; Environmental Science; Physics and Astronomy,5,2,12,0.404033,0.137166
A5102886681,Shan Gao,Physics and Astronomy,2,2,41,0.302103,0
A5068351258,I.R. Hyman,Physics and Astronomy; Chemistry; Engineering,2,2,27,,
