author_id,name,fields_of_study,publication_count,h_index,citation_count,avg_self_similarity,std_self_similarity
A5048059159,Azin Esmaelbeigi,Physics and Astronomy; Neuroscience; Medicine,7,2,8,,
A5047814028,T. Zold,Engineering; Physics and Astronomy,7,2,14,,
A5040996646,D. V. O’Donnell,Physics and Astronomy,4,2,46,,
A5040779410,Avital S. Cherniawsky,Neuroscience; Physics and Astronomy; Decision Sciences,4,2,63,,
A5000911879,I.A. Mackenzie,Physics and Astronomy; Environmental Science,3,2,19,,
A5087730818,Joel Ibrahim Kreps,Psychology; Physics and Astronomy; Arts and Humanities,2,2,8,,
A5114075427,Lisa McBride,Physics and Astronomy; Environmental Science; Engineering,2,2,6,,
A5057393789,S. Gordon,"Physics and Astronomy; Business, Management and Accounting; Social Sciences",3,2,30,,
A5044776098,Laurence Liang,Medicine; Computer Science; Physics and Astronomy,7,2,11,,
A5064691433,Jeff Arrington,Physics and Astronomy; Medicine; Engineering,6,2,95,,
A5063560777,S. Gemmrich,Physics and Astronomy; Engineering; Mathematics,6,2,15,,
A5059987943,E.S. Bieler,Physics and Astronomy; Engineering; Materials Science,6,2,94,,
A5113656059,P. M. Patel,Physics and Astronomy,2,2,195,,
A5087050906,Karim Aguenaou,Materials Science; Physics and Astronomy; Earth and Planetary Sciences,2,2,9,,
A5113551743,G. Gyuk,Physics and Astronomy,2,2,117,,
A5113492647,Remi K. -S. Kwan,Medicine; Physics and Astronomy; Chemistry,2,2,412,,
A5086225513,C. Tollu,Physics and Astronomy; Mathematics,2,2,29,,
A5040327254,Farid Kachra,Engineering; Physics and Astronomy,4,2,17,,
A5055648377,Dan-Cornelius Savu,Physics and Astronomy; Earth and Planetary Sciences; Engineering,3,2,12,,
A5084479687,Z. Liu,Physics and Astronomy; Engineering,2,2,109,,
A5121792377,Anonymous,Physics and Astronomy,85,2,12,,
A5050992691,Tyler Finethy,Computer Science; Physics and Astronomy; Social Sciences,2,2,217,,
A5050614327,Zhida Yan,Physics and Astronomy,2,2,14,,
A5053317450,J. R. Francoeur,Physics and Astronomy; Medicine; Engineering,3,2,41,,
A5053262175,Ung-In Cho,Earth and Planetary Sciences; Physics and Astronomy,3,2,19,,
A5037636977,Parham Ghasemloo Gheidari,Computer Science; Physics and Astronomy; Psychology,4,2,15,,
A5036815798,Mai Jacob Peng,Computer Science; Physics and Astronomy,4,2,13,,
A5035253735,J. Barrette,Physics and Astronomy; Materials Science,4,2,69,,
A5111929477,Alfred Tze-Mun Leung,Engineering; Physics and Astronomy; Medicine,4,2,30,,
A5020615819,A. Kunysz,"Physics and Astronomy; Medicine; Biochemistry, Genetics and Molecular Biology",2,2,21,,
A5107938526,B. A. Roberts,Physics and Astronomy; Engineering,3,2,21,,
A5111670113,G. Wang,Physics and Astronomy,2,2,60,,
A5084394944,Alex Cai,"Biochemistry, Genetics and Molecular Biology; Psychology; Physics and Astronomy",2,2,8,,
A5057229190,Anne Imouza,Social Sciences; Physics and Astronomy; Computer Science,6,2,33,,
A5083276693,Paul-Yvon Lefebvre,Physics and Astronomy; Medicine,2,2,319,,
A5083133308,W. N. Zhang,Physics and Astronomy,2,2,8,,
A5107073730,Damien Rambaud,Physics and Astronomy; Engineering,3,2,36,,
A5111385938,F. A A Kingdom,Neuroscience; Physics and Astronomy; Psychology,4,2,32,,
A5019792310,J. Ping Liu,Physics and Astronomy; Materials Science,2,2,23,,
A5105935873,Hassisen Patone,Physics and Astronomy; Medicine,3,2,17,,
A5019705946,Adel Al-Amodi,"Biochemistry, Genetics and Molecular Biology; Engineering; Physics and Astronomy",2,2,8,,
A5105554717,Saptarshi Saha,Physics and Astronomy; Engineering,3,2,41,,
A5051265032,Juno Garrah,Environmental Science; Earth and Planetary Sciences; Physics and Astronomy,3,2,16,,
A5105243836,M. Klemetti,Physics and Astronomy; Computer Science,3,2,175,,
A5050450812,S. Garneau,Physics and Astronomy; Environmental Science; Earth and Planetary Sciences,3,2,19,,
A5119269715,Xingguo Li,Physics and Astronomy; Computer Science,12,2,375,,
A5082257393,M. T. Mehmetoḡlu,Engineering; Physics and Astronomy,2,2,27,,
A5082255076,Melissa Baiocchi,Physics and Astronomy; Medicine,2,2,31,,
A5050594315,Alexandra E. Bernstein,"Physics and Astronomy; Biochemistry, Genetics and Molecular Biology; Medicine",5,2,69,,
A5091501884,J. S. Marshall,Physics and Astronomy; Engineering,16,2,4,,
A5049886783,J. Zhang,Physics and Astronomy; Earth and Planetary Sciences; Agricultural and Biological Sciences,3,2,14,,
A5017349183,Ambrish M. Raghoonundun,Physics and Astronomy; Earth and Planetary Sciences,7,2,50,,
A5049490135,Julien Mounthanyvong,Physics and Astronomy; Social Sciences; Environmental Science,3,2,25,,
A5109477266,Krijn DeVries,Engineering; Physics and Astronomy; Materials Science,4,2,286,,
A5016625907,Henry Ling,Physics and Astronomy; Materials Science,7,2,21,,
A5049082925,L. Goutte,Materials Science; Physics and Astronomy,3,2,5,,
A5026726540,J. Kröger,"Physics and Astronomy; Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology",4,2,14,,
A5026581118,M. Sutton,Engineering; Materials Science; Physics and Astronomy,4,2,59,,
A5048368710,G. Wang,Physics and Astronomy,3,2,67,,
A5107919695,K. Nelson,Physics and Astronomy,4,2,32,,
A5103791413,Buzatu Adrian,Physics and Astronomy; Computer Science,3,2,7,,
A5018311181,M. Sanielevici,Physics and Astronomy,2,2,23,,
A5018212896,F.U. Minhas,Engineering; Physics and Astronomy,2,2,7,,
A5105891512,Thomas R Wright,Physics and Astronomy; Computer Science,12,2,11,,
A5067708306,E. R. Pounder,Physics and Astronomy; Engineering,16,2,4,,
A5049018118,Rifat Nazneen,Engineering; Physics and Astronomy,5,2,6,,
A5081357364,Z. Liu,Physics and Astronomy,2,2,329,,
A5100831252,Champak B. Das,Physics and Astronomy,3,2,342,,
A5015933153,Zhi J. Huang,Earth and Planetary Sciences; Physics and Astronomy; Computer Science,2,2,22,,
A5015602358,Jihane Eid,Physics and Astronomy; Medicine,2,2,30,,
A5046270760,Mark C. Abraao York,Physics and Astronomy,3,2,94,,
A5046039497,Rigel Zifkin,Materials Science; Physics and Astronomy; Engineering,3,2,22,,
A5022755119,Ann-Lauriene Haag,"Physics and Astronomy; Biochemistry, Genetics and Molecular Biology; Engineering",4,2,31,,
A5080222400,H B Wang,Materials Science; Physics and Astronomy,2,2,41,,
A5048395605,M. Kjiri,Physics and Astronomy; Mathematics,2,2,15,,
A5079589904,L.R. Ryner,Materials Science; Engineering; Physics and Astronomy,2,2,12,,
A5047742703,M. Bonin,Physics and Astronomy; Materials Science,2,2,18,,
A5047629437,S.-J. Lee,Physics and Astronomy; Chemistry,2,2,87,,
A5110245704,S. H. Robertson,Physics and Astronomy,2,2,136,,
A5110219057,D. Hanna,Physics and Astronomy,2,2,113,,
A5110204279,P. M. Patel,Physics and Astronomy; Medicine,2,2,82,,
A5110132680,J. A. Avelar,Earth and Planetary Sciences; Physics and Astronomy; Materials Science,2,2,17,,
A5110073765,Annie Sénéchal,"Biochemistry, Genetics and Molecular Biology; Dentistry; Physics and Astronomy",2,2,47,,
A5110005126,D. Lindemann,Physics and Astronomy,2,2,87,,
A5043083495,John Mc Gowan,Physics and Astronomy,6,2,17,,
A5041800635,Qiu Shi Wang,Physics and Astronomy; Mathematics,6,2,15,,
A5041629933,E. Ballantyne,Engineering; Physics and Astronomy; Earth and Planetary Sciences,6,2,17,,
A5015509437,Patricia Vu,Physics and Astronomy; Earth and Planetary Sciences; Engineering,2,2,5,,
A5043472555,Paul Robert Chouha,Computer Science; Physics and Astronomy,3,2,14,,
A5043056565,Karl Peter Russell,Mathematics; Physics and Astronomy; Engineering,3,2,31,,
A5047015057,Nadia Afara,"Physics and Astronomy; Biochemistry, Genetics and Molecular Biology; Materials Science",2,2,95,,
A5046988165,A. Brodtka,Engineering; Materials Science; Physics and Astronomy,2,2,31,,
A5022447807,J.C.W. Ho,Engineering; Physics and Astronomy,4,2,15,,
A5022255288,Carlos Valero,Physics and Astronomy; Mathematics,4,2,22,,
A5019179801,Sebastian V. Morales,"Biochemistry, Genetics and Molecular Biology; Medicine; Physics and Astronomy",4,2,113,,
A5109949210,S. H. Robertson,Physics and Astronomy,2,2,108,,
A5035754789,Carolyn Young,Physics and Astronomy; Computer Science; Engineering,6,2,91,,
A5109238522,S. H. Robertson,Physics and Astronomy,2,2,130,,
A5109215558,S. H. Robertson,Physics and Astronomy,2,2,146,,
A5091894462,Mohsen Shahryari,Materials Science; Chemical Engineering; Physics and Astronomy,3,2,33,,
A5040574584,A. K. Dutt-mazumder,Physics and Astronomy; Medicine,3,2,21,,
A5040412016,Tanya Monga,Physics and Astronomy; Chemical Engineering; Engineering,3,2,206,,
A5043372131,Sam Lumley,Social Sciences; Computer Science; Physics and Astronomy,5,2,54,,
A5042743582,Doug Shi-Dong,Engineering; Physics and Astronomy; Decision Sciences,5,2,21,,
A5041534092,Marcia E. Knutt,Physics and Astronomy; Computer Science; Arts and Humanities,5,2,39,,
A5045333035,D. Zhabinsky,Engineering; Physics and Astronomy; Earth and Planetary Sciences,2,2,175,,
A5109127460,H. Kim,Physics and Astronomy,2,2,156,,
A5018569585,Gailing Fan,Physics and Astronomy; Earth and Planetary Sciences; Engineering,4,2,116,,
A5033647078,H. Sewalls,Physics and Astronomy; Earth and Planetary Sciences; Engineering,6,2,29,,
A5090348583,Y. S. Liu,Engineering; Physics and Astronomy,3,2,23,,
A5089718447,S. Jeon,Physics and Astronomy,3,2,16,,
A5028152775,Z. Berkson-Korenberg,Physics and Astronomy; Mathematics,6,2,5,,
A5012615115,Vincent Turgeon,Medicine; Physics and Astronomy; Engineering,2,2,27,,
A5039818619,Ottoleo Kuter-Arnebeck,Engineering; Materials Science; Physics and Astronomy,3,2,186,,
A5043936331,Francis Bellefeuille,Engineering; Physics and Astronomy,2,2,45,,
A5043251504,Jacques van Dyk,Physics and Astronomy; Engineering,2,2,74,,
A5108140981,C. Nelson,Physics and Astronomy,2,2,107,,
A5108132511,S. O’Brien,Physics and Astronomy,2,2,24,,
A5108124458,C. Nelson,Physics and Astronomy,2,2,61,,
A5108092561,P. M. Patel,Physics and Astronomy,2,2,113,,
A5107945786,C. Nelson,Physics and Astronomy,2,2,53,,
A5107937644,C. Nelson,Physics and Astronomy; Engineering,2,2,26,,
A5107910444,T. Kwan,Physics and Astronomy,2,2,72,,
A5107910086,Berend Winter,Physics and Astronomy; Chemistry,2,2,37,,
A5107854847,D. Hanson,Physics and Astronomy,2,2,302,,
A5107540904,R. A. Keyes,Physics and Astronomy,2,2,97,,
A5107358910,C. M. Robles Gajardo,Physics and Astronomy,2,2,57,,
A5107356201,Jean F. Cliche,Physics and Astronomy,2,2,34,,
A5107345655,T. Spreitzer,Physics and Astronomy,2,2,30,,
A5107319895,S. Lai,Physics and Astronomy,2,2,80,,
A5037208664,F. Manero,Engineering; Chemistry; Physics and Astronomy,3,2,17,,
A5102633231,Mohan Agrawal,Physics and Astronomy; Earth and Planetary Sciences; Engineering,4,2,5,,
A5050742770,Bae-Kyun Kim,Materials Science; Engineering; Physics and Astronomy,9,2,60,,
A5048044449,Daniel Szirti,Engineering; Physics and Astronomy; Materials Science,9,2,20,,
A5036768779,J. Liu,Physics and Astronomy; Earth and Planetary Sciences; Medicine,3,2,69,,
A5035682209,Simon Silva-Da Cruz,Physics and Astronomy; Engineering,3,2,42,,
A5106668636,Marianna Liberatore,Physics and Astronomy; Computer Science,8,2,11,,
A5032823726,Darren Flynn-Primrose,Mathematics; Physics and Astronomy; Medicine,5,2,30,,
A5106824757,T. Kwan,Physics and Astronomy,2,2,91,,
A5106824623,S. H. Robertson,Physics and Astronomy,2,2,114,,
A5106792321,T. Spreitzer,Physics and Astronomy,2,2,238,,
A5106458369,A. Caldwell,Physics and Astronomy,2,2,225,,
A5106408689,S. E. Mclachlin,Physics and Astronomy,2,2,159,,
A5106379279,P. M. Patel,Physics and Astronomy; Medicine,2,2,120,,
A5106306854,P. M. Patel,Physics and Astronomy,2,2,89,,
A5106222991,M. Theiling,Physics and Astronomy,2,2,113,,
A5019195272,S. Majidi,Physics and Astronomy; Environmental Science,6,2,26,,
A5018819106,Wellington Avelino,Engineering; Physics and Astronomy,6,2,27,,
A5105987488,P. M. Patel,Physics and Astronomy,2,2,72,,
A5105883925,K. Strahl,Physics and Astronomy,2,2,79,,
A5105838107,P. M. Patel,Physics and Astronomy,2,2,287,,
A5105793116,G. Sganos,Physics and Astronomy,2,2,137,,
A5105786253,B. P. Jaeger,Physics and Astronomy,2,2,110,,
A5105783932,R Mantifel,Physics and Astronomy,2,2,154,,
A5105781959,P. M. Patel,Physics and Astronomy; Medicine,2,2,56,,
A5105781839,S. Carron,Physics and Astronomy,2,2,65,,
A5105780878,G. Tešić,Physics and Astronomy,2,2,132,,
A5105729468,A. Vaitkus,Physics and Astronomy,2,2,13,,
A5105729419,R. Hulsken,Physics and Astronomy,2,2,22,,
A5105702866,R. A. Keyes,Physics and Astronomy,2,2,128,,
A5105701865,R. A. Keyes,Physics and Astronomy,2,2,135,,
A5105694390,M. Schram,Physics and Astronomy,2,2,50,,
A5105684827,P. Savard,Physics and Astronomy,2,2,140,,
A5105684433,R. Snihur,Physics and Astronomy,2,2,171,,
A5105645536,S. Saha,Physics and Astronomy,2,2,24,,
A5105626754,S. Roe,Physics and Astronomy,2,2,120,,
A5105618015,J. Mc Donald,Physics and Astronomy,2,2,210,,
A5105576350,T. Kwan,Physics and Astronomy,2,2,22,,
A5102210102,Yang Lan,Social Sciences; Engineering; Physics and Astronomy,8,2,30,,
A5034311375,Sehr Moosabhoy,Physics and Astronomy; Engineering,3,2,7,,
A5092529483,Sébastien Quetin,Medicine; Physics and Astronomy; Computer Science,8,2,9,,
A5033205329,Federico Keszti,Physics and Astronomy; Medicine; Engineering,3,2,24,,
A5025394983,Jana Kurrek,Computer Science; Social Sciences; Physics and Astronomy,5,2,41,,
A5040855885,Alex Dunyak,Mathematics; Physics and Astronomy; Engineering,9,2,9,,
A5033925034,K. Y. Chen,Physics and Astronomy; Engineering,9,2,13,,
A5009903805,Helal Hossain Dhali,Social Sciences; Mathematics; Physics and Astronomy,16,2,28,,
A5073807047,L. G. S. Newsham,Medicine; Physics and Astronomy; Neuroscience,2,2,422,,
A5073352641,Timothy D. Keding,Physics and Astronomy; Computer Science; Environmental Science,2,2,84,,
A5012490607,S. Al Kharusi,Physics and Astronomy,6,2,9,,
A5032874572,Mitchell Kurnell,Engineering; Physics and Astronomy; Computer Science,3,2,8,,
A5032660064,David T 'etreault-La Roche,Physics and Astronomy; Materials Science; Engineering,3,2,57,,
A5092825728,Sarah Rourke,Physics and Astronomy; Earth and Planetary Sciences,4,2,24,,
A5010386776,Deven Parekh,Physics and Astronomy; Computer Science; Social Sciences,2,2,19,,
A5010357738,P. Bartzakos,Medicine; Physics and Astronomy,2,2,68,,
A5091349042,B. Frison,Engineering; Physics and Astronomy; Materials Science,4,2,12,,
A5010157207,Shoma Yamanouchi,Physics and Astronomy; Engineering,2,2,15,,
A5090079731,Adriel Arsenault,"Biochemistry, Genetics and Molecular Biology; Engineering; Physics and Astronomy",4,2,35,,
A5024373573,Mark Daly,Health Professions; Medicine; Physics and Astronomy,5,2,15,,
A5011348398,Bassam Fadlallah,Physics and Astronomy; Medicine,4,2,28,,
A5009557660,R. Briend,Physics and Astronomy; Engineering,2,2,25,,
A5072363777,S. Kecani,Medicine; Physics and Astronomy,2,2,11,,
A5009010392,H. MacLeish,Medicine; Physics and Astronomy,2,2,246,,
A5072074992,P. I. Martinez Berumen,Materials Science; Physics and Astronomy,2,2,5,,
A5072500695,Fumika Kondo,Engineering; Neuroscience; Physics and Astronomy,8,2,38,,
A5019848475,Ali A Atiia,"Biochemistry, Genetics and Molecular Biology; Physics and Astronomy; Social Sciences",5,2,7,,
A5018749302,F. Cayouette,Physics and Astronomy; Medicine; Engineering,5,2,55,,
A5087267184,M. Heffernan,Physics and Astronomy,4,2,16,,
A5014893199,Andrew Mckenna,"Physics and Astronomy; Economics, Econometrics and Finance; Materials Science",9,2,12,,
A5007845258,Michel Ingham,Physics and Astronomy; Engineering,2,2,66,,
A5083695365,Karishma Moorthy,Physics and Astronomy; Engineering; Computer Science,3,2,15,,
A5083694648,Tyler Werner,Physics and Astronomy,3,2,16,,
A5082933292,Nadejda Mas,Physics and Astronomy; Materials Science; Arts and Humanities,3,2,42,,
A5039483708,D. P. Liu,Materials Science; Physics and Astronomy,2,2,206,,
A5070731595,Martin Cyr,Medicine; Neuroscience; Physics and Astronomy,2,2,78,,
A5084887105,Julia Albers,Medicine; Physics and Astronomy,4,2,6,,
A5006241083,Dan Vatnik,Computer Science; Physics and Astronomy; Materials Science,4,2,35,,
A5105534735,S. H. Robertson,Physics and Astronomy,2,2,42,,
A5009424046,F. Lepine,"Earth and Planetary Sciences; Physics and Astronomy; Biochemistry, Genetics and Molecular Biology",6,2,24,,
A5105418071,S. E. Mclachlin,Physics and Astronomy; Medicine,2,2,29,,
A5105398761,M. Schram,Physics and Astronomy,2,2,55,,
A5105539689,R. A. Keyes,Physics and Astronomy,2,2,54,,
A5105307530,R. Snihur,Physics and Astronomy,2,2,201,,
A5105301793,S. H. Robertson,Physics and Astronomy,2,2,61,,
A5105300540,D. Lindemann,Physics and Astronomy,2,2,86,,
A5105296000,N. Starinsky,Physics and Astronomy; Engineering,2,2,23,,
A5105295242,G. Sganos,Physics and Astronomy,2,2,44,,
A5105284330,S. H. Robertson,Physics and Astronomy,2,2,88,,
A5105274297,S. H. Robertson,Physics and Astronomy,2,2,42,,
A5105273598,D. Gillberg,Physics and Astronomy,2,2,42,,
A5030258384,Eve Dumas,Materials Science; Physics and Astronomy; Environmental Science,3,2,127,,
A5105227106,M.-A. Dufour,Physics and Astronomy,2,2,491,,
A5030147254,Pier Paulo Saviotti,Chemistry; Materials Science; Physics and Astronomy,3,2,11,,
A5030108698,Busra Tugce Gurbuz,"Neuroscience; Physics and Astronomy; Biochemistry, Genetics and Molecular Biology",3,2,8,,
A5029926401,Nicholas G. Zacharopoulos,Medicine; Physics and Astronomy,3,2,61,,
A5013291540,Oscar Boyadjian,"Materials Science; Physics and Astronomy; Biochemistry, Genetics and Molecular Biology",5,2,14,,
A5105141770,P. Sinervo,Physics and Astronomy,2,2,19,,
A5029335536,N. H. Kim,Engineering; Physics and Astronomy,3,2,29,,
A5105126278,K. Kordas,Physics and Astronomy,2,2,35,,
A5105123804,P. M. Patel,Physics and Astronomy,2,2,21,,
A5104834013,and Robert H Brandenberger,"Physics and Astronomy; Economics, Econometrics and Finance",2,2,74,,
A5104806249,M. Schram,Physics and Astronomy,2,2,216,,
A5080653987,G. Batan,Medicine; Physics and Astronomy,3,2,86,,
A5006861653,Hawley Snell,Physics and Astronomy; Chemistry; Earth and Planetary Sciences,2,2,10,,
A5006616591,G. Shenouda,Medicine; Physics and Astronomy,2,2,192,,
A5005782934,Brandon Ruffolo,Materials Science; Earth and Planetary Sciences; Physics and Astronomy,4,2,17,,
A5069747082,Andrew Jung,Engineering; Physics and Astronomy,2,2,40,,
A5038521566,K. D. Ivanova-Moser,Physics and Astronomy,2,2,8,,
A5081636670,M.R. Koknaeva,Engineering; Materials Science; Physics and Astronomy,4,2,30,,
A5081551488,Paria Makaremi-Esfarjani,Engineering; Physics and Astronomy; Materials Science,4,2,7,,
A5081397828,Asal Kaveh,Decision Sciences; Physics and Astronomy; Engineering,4,2,6,,
A5027326201,Deuscies Chang-Ou,Neuroscience; Medicine; Physics and Astronomy,3,2,28,,
A5081010243,M.A.-E.R. Ahmed,Physics and Astronomy; Earth and Planetary Sciences; Engineering,4,2,56,,
A5038260723,Lucy Stojak,"Economics, Econometrics and Finance; Engineering; Physics and Astronomy",2,2,23,,
A5003408221,Mathias N. Larrouturou,Physics and Astronomy; Engineering,4,2,4,,
A5068973582,Paul J. L. Charlton,Physics and Astronomy; Computer Science,2,2,40,,
A5104456084,P. M. Patel,Physics and Astronomy,2,2,37,,
A5104387291,S. H. Robertson,Physics and Astronomy,2,2,205,,
A5002395206,Raphaël Hardy,"Physics and Astronomy; Biochemistry, Genetics and Molecular Biology; Earth and Planetary Sciences",6,2,14,,
A5103532091,S. H. Robertson,Physics and Astronomy,2,2,99,,
A5009464898,I‐Huang Tsai,Medicine; Physics and Astronomy; Neuroscience,5,2,170,,
A5008920821,Hamed Layeghi,Engineering; Physics and Astronomy; Computer Science,5,2,96,,
A5007761446,C. Heyraud,Earth and Planetary Sciences; Environmental Science; Physics and Astronomy,5,2,12,,
A5102886681,Shan Gao,Physics and Astronomy,2,2,41,,
A5068351258,I.R. Hyman,Physics and Astronomy; Chemistry; Engineering,2,2,27,,
A5067785232,Seyed Salim Tabatabaei,Physics and Astronomy; Computer Science,2,2,35,,
A5102112804,Yi-Lu Chang,Physics and Astronomy; Engineering; Materials Science,2,2,84,,
A5111778266,K. T. Mullen,Neuroscience; Physics and Astronomy; Psychology,7,2,28,,
A5037200100,Cynthia V. Wilson,Earth and Planetary Sciences; Environmental Science; Physics and Astronomy,2,2,44,,
A5036822632,K. Murray,Physics and Astronomy,2,2,6,,
A5036126055,R. E. Green,Engineering; Physics and Astronomy; Chemistry,2,2,141,,
A5005477591,Pierre Lesté-Lasserre,Chemistry; Physics and Astronomy,5,2,56,,
A5004908758,F. Alzamora Previtali,Engineering; Mathematics; Physics and Astronomy,5,2,12,,
A5071747827,Donovan Blais,Decision Sciences; Physics and Astronomy; Engineering,4,2,9,,
A5023093025,Jason Cakiroglu,"Biochemistry, Genetics and Molecular Biology; Physics and Astronomy; Medicine",3,2,37,,
A5022795312,Kaoru Takeuchi,Physics and Astronomy; Earth and Planetary Sciences; Engineering,3,2,4,,
A5113942109,Andrei Romascanu,Computer Science; Social Sciences; Physics and Astronomy,5,2,45,,
A5001824266,Natalie Fortier,Computer Science; Physics and Astronomy; Engineering,5,2,42,,
A5035730968,M. Berard,Physics and Astronomy; Earth and Planetary Sciences; Engineering,2,2,6,,
A5035649366,L. El-Esber,Physics and Astronomy; Engineering; Materials Science,2,2,33,,
A5089662501,Logan Richard,Computer Science; Physics and Astronomy; Mathematics,13,2,50,,
A5083651801,Jonathan Boretsky,Computer Science; Physics and Astronomy; Mathematics,13,2,6,,
A5080154219,Antoine Savard,Earth and Planetary Sciences; Physics and Astronomy,13,2,7,,
A5072826190,César Daniel Rodríguez Rosenblueth,Materials Science; Physics and Astronomy; Engineering,3,2,45,,
A5085279201,E. Rosenthall,Mathematics; Computer Science; Physics and Astronomy,10,2,5,,
A5111727379,A. Scott,"Physics and Astronomy; Medicine; Biochemistry, Genetics and Molecular Biology",5,2,136,,
A5049635675,Jonathan Love,Mathematics; Computer Science; Physics and Astronomy,8,2,44,,
A5019306007,D. Jolly,Medicine; Physics and Astronomy,3,2,12,,
A5047265160,Bohdan Kulinich,Physics and Astronomy; Mathematics,8,2,12,,
A5064768643,X. Chen,Physics and Astronomy; Materials Science,2,2,7,,
A5064471053,P. J. Parisi,Materials Science; Engineering; Physics and Astronomy,2,2,16,,
A5071148617,Nicolas Dubuc,Engineering; Physics and Astronomy,3,2,10,,
A5071034253,A. Peccia,Mathematics; Physics and Astronomy; Environmental Science,3,2,114,,
A5003779884,F. N. Choudhury,Physics and Astronomy,2,2,21,,
A5064197794,Y.K. Liu,Engineering; Physics and Astronomy,2,2,112,,
A5067198441,Henri Lamarre,Social Sciences; Arts and Humanities; Physics and Astronomy,4,2,23,,
A5064134225,Lucy Coyle,Engineering; Computer Science; Physics and Astronomy,2,2,96,,
A5063984587,E.C.B. Pederson,Physics and Astronomy; Materials Science; Engineering,2,2,11,,
A5041108314,Robert Main,Physics and Astronomy; Social Sciences; Engineering,8,2,5,,
A5063846197,Laura Brennan,"Environmental Science; Biochemistry, Genetics and Molecular Biology; Physics and Astronomy",2,2,27,,
A5063318026,Dominique Jeandupeux,"Medicine; Biochemistry, Genetics and Molecular Biology; Physics and Astronomy",2,2,114,,
A5063222231,Arun K. Misra,Engineering; Physics and Astronomy,2,2,32,,
A5033371344,K. T. Lee,Engineering; Materials Science; Physics and Astronomy,2,2,32,,
A5051653138,Eamon Egan,Physics and Astronomy,10,2,6,,
A5107921604,N. Warrack,Physics and Astronomy,5,2,70,,
A5103223460,Zhengshu Yan,Engineering; Environmental Science; Physics and Astronomy,5,2,31,,
A5003230224,R C Santamarina,Physics and Astronomy; Computer Science,2,2,6,,
A5032566692,Harry Glickman,Physics and Astronomy; Medicine,8,2,27,,
A5062375985,Kelly Chan-Yam,"Environmental Science; Physics and Astronomy; Biochemistry, Genetics and Molecular Biology",2,2,123,,
A5062288900,Y.Q. Wang,Physics and Astronomy; Medicine,2,2,39,,
A5031312435,Peter Onno,Physics and Astronomy; Computer Science,2,2,42,,
A5031175087,H. Kim,Physics and Astronomy,2,2,209,,
A5027550324,Wataru Ishizuka,Physics and Astronomy,13,2,15,,
A5101238547,Luowei Yan,Neuroscience; Physics and Astronomy; Medicine,5,2,9,,
A5001126632,J. K. P. Lee,Physics and Astronomy; Chemistry; Engineering,2,2,54,,
A5000685681,W. D. English,Chemistry; Physics and Astronomy,2,2,14,,
A5107921588,T. Vafeiadis,Physics and Astronomy,6,2,43,,
A5061043056,Ahmed Kira,Engineering; Physics and Astronomy,2,2,12,,
A5093817094,Caitlyn Dewar,Physics and Astronomy,2,2,45,,
A5025078271,Mahesh Herath,Physics and Astronomy; Earth and Planetary Sciences,13,2,13,,
A5030107517,M J Rosenblum,Medicine; Physics and Astronomy,2,2,88,,
A5029865283,D. Pavlasek,Engineering; Physics and Astronomy,2,2,37,,
A5089931856,Daniel L. Coelho,Materials Science; Computer Science; Physics and Astronomy,5,2,8,,
A5110307164,Devroye Luc,Physics and Astronomy; Mathematics,1,1,5,,
A5110247706,H. Kim,Physics and Astronomy,1,1,11,,
A5086941164,S. Lenis,Physics and Astronomy; Materials Science,1,1,13,,
A5063607236,Jesse Rieb,Earth and Planetary Sciences; Physics and Astronomy; Agricultural and Biological Sciences,4,1,6,,
A5110200161,R. Snihur,Physics and Astronomy,1,1,19,,
A5086837702,E. Rutherford,Physics and Astronomy,1,1,46,,
A5012305909,Michel El-Saddi,Physics and Astronomy,1,1,1,,
A5012261292,A.A. Baharmuz,Physics and Astronomy; Materials Science; Chemistry,1,1,2,,
A5104455696,M. Schram,Physics and Astronomy,1,1,23,,
A5057118770,Jean-Philippe Nolet,Physics and Astronomy; Engineering,1,1,1,,
A5057069684,H. Kim,Physics and Astronomy,1,1,28,,
A5071947179,D. Billeret,Materials Science; Physics and Astronomy,1,1,17,,
A5071844997,T. Weisz,Computer Science; Physics and Astronomy,1,1,1,,
A5056935504,Kim Tetley-Gerard,Physics and Astronomy; Engineering; Materials Science,1,1,16,,
A5124224972,Anonymous,Physics and Astronomy,146,1,6,,
A5071744597,Peter G. Noutsios,Engineering; Materials Science; Physics and Astronomy,1,1,22,,
A5056713127,H. S. Kim,Physics and Astronomy,1,1,24,,
A5056699165,Z. Liu,Physics and Astronomy,1,1,33,,
A5042620221,G. Wang,Physics and Astronomy,1,1,123,,
A5026783558,R. Corriveau,Physics and Astronomy; Engineering,1,1,37,,
A5026644278,Robert C. Meyrs,Physics and Astronomy; Mathematics,1,1,47,,
A5026358956,Caitlin MacEachen,"Biochemistry, Genetics and Molecular Biology; Medicine; Physics and Astronomy",1,1,19,,
A5026298423,H. S. Kim,Physics and Astronomy,1,1,255,,
A5026281969,Z. Liu,Physics and Astronomy,1,1,62,,
A5059613152,Sang-Yun Cha,Engineering; Materials Science; Physics and Astronomy,2,1,47,,
A5092972852,Tanner Connel,Medicine; Physics and Astronomy,2,1,1,,
A5092574603,Michael Jafs,Physics and Astronomy,2,1,11,,
